id,plataforma,tematica,titulo,creador,url_directa,url_embed,codigo_embed,edad_recomendada,descripcion
YT_42,YouTube,Curiosidades y Descubrimientos,Bottlenose Dolphin 🐬 | Amazing Animals,Nat Geo Kids,https://www.youtube.com/watch?v=VjMn_dVCJyA,https://www.youtube.com/embed/VjMn_dVCJyA,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/VjMn_dVCJyA?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Bottlenose Dolphin 🐬 | Amazing Animals""></iframe>",2-5 años,Arrecifes de coral y tortugas marinas
YT_43,YouTube,Curiosidades y Descubrimientos,¿Quién fue el primero en dormir?  y ¿Para qué dormimos?💤,CuriosaMente,https://www.youtube.com/watch?v=_uDgjqRfu8Y,https://www.youtube.com/embed/_uDgjqRfu8Y,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/_uDgjqRfu8Y?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""¿Quién fue el primero en dormir?  y ¿Para qué dormimos?💤""></iframe>",2-5 años,El descanso del cuerpo y los sueños
YT_44,YouTube,Curiosidades y Descubrimientos,Volcanes y géiseres. Mi Viaje a Lanzarote | Aprende con Dani,Happy Learning Español,https://www.youtube.com/watch?v=BIPwCzbCiwA,https://www.youtube.com/embed/BIPwCzbCiwA,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/BIPwCzbCiwA?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Volcanes y géiseres. Mi Viaje a Lanzarote | Aprende con Dani""></iframe>",2-5 años,"Tierra, calor y roca volcánica explicados"
YT_45,YouTube,Curiosidades y Descubrimientos,Baby Penguin Tries To Make Friends | Snow Chick: A Penguin's Tale | BBC Earth,BBC Earth,https://www.youtube.com/watch?v=q3uXXh1sHcI,https://www.youtube.com/embed/q3uXXh1sHcI,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/q3uXXh1sHcI?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Baby Penguin Tries To Make Friends | Snow Chick: A Penguin&#39;s Tale | BBC Earth""></iframe>",2-5 años,Pingüinos deslizándose en la Antártida
YT_46,YouTube,Curiosidades y Descubrimientos,Video - mini-nautas - Todo lo que un niño debe saber sobre la gravedad - Ciencia para niños,mini-nautas,https://www.youtube.com/watch?v=xeYhaXwoTw4,https://www.youtube.com/embed/xeYhaXwoTw4,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/xeYhaXwoTw4?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Video - mini-nautas - Todo lo que un niño debe saber sobre la gravedad - Ciencia para niños""></iframe>",2-5 años,Por qué las manzanas caen al suelo
YT_47,YouTube,Curiosidades y Descubrimientos,🦁 Sonidos de Animales de la Selva 🦓 Juego Educativo y Adivinanzas para Niños con Sonidos Reales 🐯,El país de los Niños,https://www.youtube.com/watch?v=nSoBz7dsnUc,https://www.youtube.com/embed/nSoBz7dsnUc,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/nSoBz7dsnUc?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""🦁 Sonidos de Animales de la Selva 🦓 Juego Educativo y Adivinanzas para Niños con Sonidos Reales 🐯""></iframe>",2-5 años,"Asociación entre aves, viento y flautas"
YT_48,YouTube,Curiosidades y Descubrimientos,Camaleón y las naturales ciencias - Temporada completa | videos para niños sin interrupción,CNTV Infantil,https://www.youtube.com/watch?v=yRvRw7RqaCA,https://www.youtube.com/embed/yRvRw7RqaCA,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/yRvRw7RqaCA?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Camaleón y las naturales ciencias - Temporada completa | videos para niños sin interrupción""></iframe>",2-5 años,Camuflaje animal y cambio de colores
YT_49,YouTube,Curiosidades y Descubrimientos,El sol | Videos Educativos para Niños,Happy Learning Español,https://www.youtube.com/watch?v=wANko2eM_uY,https://www.youtube.com/embed/wANko2eM_uY,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/wANko2eM_uY?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""El sol | Videos Educativos para Niños""></iframe>",2-5 años,Nuestra estrella de luz y calor para jugar
YT_50,YouTube,Curiosidades y Descubrimientos,"Las Estaciones del Año para niños - Primavera, Verano, Otoño e Invierno - ¿Qué son las estaciones?",Smile and Learn - Español,https://www.youtube.com/watch?v=QJ97O6xDXKY,https://www.youtube.com/embed/QJ97O6xDXKY,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/QJ97O6xDXKY?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Las Estaciones del Año para niños - Primavera, Verano, Otoño e Invierno - ¿Qué son las estaciones?""></iframe>",2-5 años,"Primavera, verano, otoño e invierno"
YTM_01,YouTube Music,Música de Juegos,Goblin - Snip Snap,DAVO1984FI,https://music.youtube.com/watch?v=i5hTagOZ0qQ,https://www.youtube.com/embed/i5hTagOZ0qQ,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/i5hTagOZ0qQ?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Goblin - Snip Snap""></iframe>",2-5 años,Tema alegre y rítmico estimulante
YTM_02,YouTube Music,Música de Juegos,2PM (Sunny) - Animal Crossing: New Horizons Music,Tori 2,https://music.youtube.com/watch?v=bOYatGNXdO4,https://www.youtube.com/embed/bOYatGNXdO4,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/bOYatGNXdO4?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""2PM (Sunny) - Animal Crossing: New Horizons Music""></iframe>",2-5 años,Ukelele y silbidos veraniegos relajantes
YTM_03,YouTube Music,Música de Juegos,Coconut Mall - Mario Kart Wii OST,Lena Martin,https://music.youtube.com/watch?v=cscuCIzItZQ,https://www.youtube.com/embed/cscuCIzItZQ,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/cscuCIzItZQ?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Coconut Mall - Mario Kart Wii OST""></iframe>",2-5 años,Big band animada con trompetas y palmas
YTM_04,YouTube Music,Música de Juegos,Yoshi's Island OST - Flower Garden,Hanternos,https://music.youtube.com/watch?v=DTpksvCC-hg,https://www.youtube.com/embed/DTpksvCC-hg,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/DTpksvCC-hg?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Yoshi&#39;s Island OST - Flower Garden""></iframe>",2-5 años,Caja de música y flautas dulces infantiles
YTM_05,YouTube Music,Música de Juegos,Kirby's Dream Land - Green Greens,dsibros,https://music.youtube.com/watch?v=twPSaCABakA,https://www.youtube.com/embed/twPSaCABakA,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/twPSaCABakA?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Kirby&#39;s Dream Land - Green Greens""></iframe>",2-5 años,Melodía vivaz que transmite optimismo y energía
YTM_06,YouTube Music,Música de Juegos,Minecraft - Sweden (Piano Cover),Spectral Piano,https://music.youtube.com/watch?v=hUvXvoYjrZc,https://www.youtube.com/embed/hUvXvoYjrZc,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/hUvXvoYjrZc?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Minecraft - Sweden (Piano Cover)""></iframe>",2-5 años,Pieza minimalista de piano suave
YTM_07,YouTube Music,Música de Juegos,Koji KONDO: Zelda's Lullaby (Ocarina of Time),cubusdk,https://music.youtube.com/watch?v=2mxHg9M8Iec,https://www.youtube.com/embed/2mxHg9M8Iec,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/2mxHg9M8Iec?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Koji KONDO: Zelda&#39;s Lullaby (Ocarina of Time)""></iframe>",2-5 años,Nana orquestal con arpa y cuerdas
YTM_08,YouTube Music,Música de Juegos,DK Island Swing - Donkey Kong Country (David Wise) OST,Games Classic Music,https://music.youtube.com/watch?v=UvsDuEFyijY,https://www.youtube.com/embed/UvsDuEFyijY,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/UvsDuEFyijY?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""DK Island Swing - Donkey Kong Country (David Wise) OST""></iframe>",2-5 años,Percusiones tropicales y marimbas alegres
YTM_09,YouTube Music,Música de Juegos,Pokemon Blue/Red - Pallet Town,pokemonmusicmaster,https://music.youtube.com/watch?v=cOWRNLaCMJg,https://www.youtube.com/embed/cOWRNLaCMJg,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/cOWRNLaCMJg?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Pokemon Blue/Red - Pallet Town""></iframe>",2-5 años,Paz acústica que evoca el hogar seguro
YTM_10,YouTube Music,Música de Juegos,Sonic The Hedgehog OST - Green Hill Zone,Hanternos,https://music.youtube.com/watch?v=G-i8HYi1QH0,https://www.youtube.com/embed/G-i8HYi1QH0,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/G-i8HYi1QH0?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Sonic The Hedgehog OST - Green Hill Zone""></iframe>",2-5 años,Pop instrumental alegre con bajo caminante
YTM_11,YouTube Music,Música de Juegos,Overworld Theme - Super Mario: World,Halo2playa,https://music.youtube.com/watch?v=tAaGKo4XVvM,https://www.youtube.com/embed/tAaGKo4XVvM,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/tAaGKo4XVvM?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Overworld Theme - Super Mario: World""></iframe>",2-5 años,Bongós y silbatos alegres
YTM_12,YouTube Music,Música de Juegos,Nintendo Logo - Luigi's Mansion,Gamesost,https://music.youtube.com/watch?v=DeXQRKaX05Q,https://www.youtube.com/embed/DeXQRKaX05Q,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/DeXQRKaX05Q?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Nintendo Logo - Luigi&#39;s Mansion""></iframe>",2-5 años,Vals juguetón de comedia misteriosa
YTM_13,YouTube Music,Música de Juegos,Animal Crossing Gamecube Full Theme Song (High Quality),Beta Sword,https://music.youtube.com/watch?v=rJ6eGtsgbfM,https://www.youtube.com/embed/rJ6eGtsgbfM,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/rJ6eGtsgbfM?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Animal Crossing Gamecube Full Theme Song (High Quality)""></iframe>",2-5 años,Guitarra acústica y acordeón acogedor
YTM_14,YouTube Music,Música de Juegos,Mario Party 1 OST - Winner,VideoGameOST1,https://music.youtube.com/watch?v=NhEH0aZAyCo,https://www.youtube.com/embed/NhEH0aZAyCo,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/NhEH0aZAyCo?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Mario Party 1 OST - Winner""></iframe>",2-5 años,Ambiente de feria infantil con xilófonos
YTM_15,YouTube Music,Música de Juegos,Smash Stages: Fountain of Dreams (Melee),EliMakerDash,https://music.youtube.com/watch?v=IlECUslCrQw,https://www.youtube.com/embed/IlECUslCrQw,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/IlECUslCrQw?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Smash Stages: Fountain of Dreams (Melee)""></iframe>",2-5 años,Fantasía orquestal adaptada a dibujos animados
YTM_16,YouTube Music,Música de Juegos,Super Smash Bros. Ultimate Vol. 16 - Pikmin - Full OST,Great Game Music,https://music.youtube.com/watch?v=XxwD2L7nY9Q,https://www.youtube.com/embed/XxwD2L7nY9Q,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/XxwD2L7nY9Q?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Super Smash Bros. Ultimate Vol. 16 - Pikmin - Full OST""></iframe>",2-5 años,Música de jardín con sonidos de hojas y gotas
YTM_17,YouTube Music,Música de Juegos,Wii Sports - Title (HQ),Rhythm Root,https://music.youtube.com/watch?v=2qvAxPqy2wA,https://www.youtube.com/embed/2qvAxPqy2wA,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/2qvAxPqy2wA?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Wii Sports - Title (HQ)""></iframe>",2-5 años,Música ambiental burbujeante y divertida
YTM_18,YouTube Music,Música de Juegos,"Super Mario 64 - Dire, Dire Docks [Extended] [OST]",The OST Soundtrack,https://music.youtube.com/watch?v=89-f5qcJVng,https://www.youtube.com/embed/89-f5qcJVng,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/89-f5qcJVng?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Super Mario 64 - Dire, Dire Docks [Extended] [OST]""></iframe>",2-5 años,Teclados y cuerdas acuáticas de calma total
YTM_19,YouTube Music,Música de Juegos,Wet Hands - Minecraft [Piano Tutorial] (Synthesia) // Torby Brand,Piano Music Bros.,https://music.youtube.com/watch?v=5Zor2EJNp5o,https://www.youtube.com/embed/5Zor2EJNp5o,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/5Zor2EJNp5o?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Wet Hands - Minecraft [Piano Tutorial] (Synthesia) // Torby Brand""></iframe>",2-5 años,Gotitas de piano que acompañan concentración
YTM_20,YouTube Music,Música de Juegos,Spyro the Dragon Soundtrack - Aristans Homeworld,FlippyAndSpyro,https://music.youtube.com/watch?v=glkPyEeVzwc,https://www.youtube.com/embed/glkPyEeVzwc,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/glkPyEeVzwc?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Spyro the Dragon Soundtrack - Aristans Homeworld""></iframe>",2-5 años,Percusión juguetona de fantasía medieval
YTM_21,YouTube Music,Música de Juegos,Rayman Origins Music: Jibberish Jungle ~ The Darktoon Chase,Soniman001,https://music.youtube.com/watch?v=Dwlrd6CFmok,https://www.youtube.com/embed/Dwlrd6CFmok,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/Dwlrd6CFmok?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Rayman Origins Music: Jibberish Jungle ~ The Darktoon Chase""></iframe>",2-5 años,Silbidos y ukeleles cómicos con coros
YTM_22,YouTube Music,Música de Juegos,Crash Bandicoot Soundtrack- N.Sanity Beach,Crashpunk94,https://music.youtube.com/watch?v=TnPEh331aLE,https://www.youtube.com/embed/TnPEh331aLE,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/TnPEh331aLE?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Crash Bandicoot Soundtrack- N.Sanity Beach""></iframe>",2-5 años,Xilófonos de madera y ritmos festivos
YTM_23,YouTube Music,Música de Juegos,Fossil Falls - Super Mario Odyssey Music Extended,Aacro Xtensions²,https://music.youtube.com/watch?v=64QWTzov-jM,https://www.youtube.com/embed/64QWTzov-jM,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/64QWTzov-jM?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Fossil Falls - Super Mario Odyssey Music Extended""></iframe>",2-5 años,Sinfonía de descubrimiento con trompetas heroicas
YTM_24,YouTube Music,Música de Juegos,Katamari Damacy Soundtrack - 05 - Lonely Rolling Star,Moya Baumb,https://music.youtube.com/watch?v=7_QydNXI_ok,https://www.youtube.com/embed/7_QydNXI_ok,"<iframe width=""200"" height=""150"" src=""https://www.youtube.com/embed/7_QydNXI_ok?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Katamari Damacy Soundtrack - 05 - Lonely Rolling Star""></iframe>",2-5 años,Pop dulce y pegajoso infantil
YTM_25,YouTube Music,Música de Juegos,Dearly Beloved/Kingdom Hearts [Music Box],R3 Music Box,https://music.youtube.com/watch?v=KKw-FoiCUiQ,https://www.youtube.com/embed/KKw-FoiCUiQ,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/KKw-FoiCUiQ?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Dearly Beloved/Kingdom Hearts [Music Box]""></iframe>",2-5 años,Caja de música cristalina con oleaje suave
YTM_26,YouTube Music,Música de Niños,Baby Shark Dance | #babyshark Most Viewed Video | Animal Songs | PINKFONG Songs for Children,Baby Shark - Pinkfong Kids’ Songs & Stories,https://music.youtube.com/watch?v=XqZsoesa55w,https://www.youtube.com/embed/XqZsoesa55w,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/XqZsoesa55w?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Baby Shark Dance | #babyshark Most Viewed Video | Animal Songs | PINKFONG Songs for Children""></iframe>",2-5 años,Ritmo familiar con gestos de tiburoncito
YTM_27,YouTube Music,Música de Niños,La Vaca Lola - Canciones de La Granja de Zenón 2,El Reino Infantil,https://music.youtube.com/watch?v=eNLjdPI9zdE,https://www.youtube.com/embed/eNLjdPI9zdE,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/eNLjdPI9zdE?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""La Vaca Lola - Canciones de La Granja de Zenón 2""></iframe>",2-5 años,Clásico de la granja: tiene cabeza y tiene cola
YTM_28,YouTube Music,Música de Niños,Estrellita ¿Dónde Estás?  | Canciones Infantiles | Super Simple Español,Super Simple Español - Canciones Infantiles Y Más,https://music.youtube.com/watch?v=qDUfm2_beKE,https://www.youtube.com/embed/qDUfm2_beKE,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/qDUfm2_beKE?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Estrellita ¿Dónde Estás?  | Canciones Infantiles | Super Simple Español""></iframe>",2-5 años,Canción de cuna con piano y campanillas
YTM_29,YouTube Music,Música de Niños,PULCINO PIO - El Pollito Pio (Official video),PULCINO PIO,https://music.youtube.com/watch?v=dhsy6epaJGs,https://www.youtube.com/embed/dhsy6epaJGs,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/dhsy6epaJGs?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""PULCINO PIO - El Pollito Pio (Official video)""></iframe>",2-5 años,Cadena acumulativa de animales y sonidos
YTM_30,YouTube Music,Música de Niños,Bartolito - La Granja de Zenón 3,La Granja de Zenón,https://music.youtube.com/watch?v=ebVVuJN1WFM,https://www.youtube.com/embed/ebVVuJN1WFM,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/ebVVuJN1WFM?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Bartolito - La Granja de Zenón 3""></iframe>",2-5 años,"Gallo que imita al perro, gato y pato"
YTM_31,YouTube Music,Música de Niños,CantaJuego - Chuchuwá,CantaJuegoVEVO,https://music.youtube.com/watch?v=8_RWPLfo8Xg,https://www.youtube.com/embed/8_RWPLfo8Xg,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/8_RWPLfo8Xg?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""CantaJuego - Chuchuwá""></iframe>",2-5 años,Himno de baile preescolar con brazos al frente
YTM_32,YouTube Music,Música de Niños,Pica-Pica - 🚘 🚖 Chocaron Dos Coches (Videoclip Oficial),Pica-Pica Oficial,https://music.youtube.com/watch?v=WtYn_jAwShc,https://www.youtube.com/embed/WtYn_jAwShc,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/WtYn_jAwShc?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Pica-Pica - 🚘 🚖 Chocaron Dos Coches (Videoclip Oficial)""></iframe>",2-5 años,Canción de juego conduciendo un auto gracioso
YTM_33,YouTube Music,Música de Niños,Si Tú Tienes Muchas Ganas de Aplaudir ❤️ Canciones Infantiles | Plim Plim,El Payaso Plim Plim,https://music.youtube.com/watch?v=6gVcnubLWtc,https://www.youtube.com/embed/6gVcnubLWtc,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/6gVcnubLWtc?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Si Tú Tienes Muchas Ganas de Aplaudir ❤️ Canciones Infantiles | Plim Plim""></iframe>",2-5 años,Dinámica de aplausos y zapateo para energía
YTM_34,YouTube Music,Música de Niños,El Pollito Pio - Cantan Los Pollitos (Original en Español),El Reino Infantil,https://music.youtube.com/watch?v=lWcC6mSREk8,https://www.youtube.com/embed/lWcC6mSREk8,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/lWcC6mSREk8?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""El Pollito Pio - Cantan Los Pollitos (Original en Español)""></iframe>",2-5 años,La rima en español más cantada por niños
YTM_35,YouTube Music,Música de Niños,Yo Me Lavo Así -  Plim Plim  - ¡DESCARGALA GRATIS! ♫ #QuédateEnCasa - Lava Tus Manos  #Conmigo,El Payaso Plim Plim,https://music.youtube.com/watch?v=CzI8oxqjRIs,https://www.youtube.com/embed/CzI8oxqjRIs,"<iframe width=""200"" height=""113"" src=""https://www.youtube.com/embed/CzI8oxqjRIs?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""Yo Me Lavo Así -  Plim Plim  - ¡DESCARGALA GRATIS! ♫ #QuédateEnCasa - Lava Tus Manos  #Conmigo""></iframe>",2-5 años,Música motivadora para la higiene personal
